Torbens_MetaG_Dir_Name	taxon_oid	Domain	Sequencing_Status	Study_Name	Genome_Name_/_Sample_Name	Sequencing_Center	IMG_Genome_ID	JGI_Project_ID_/_ITS_SP_ID	Geographic_Location	GOLD_Ecosystem	GOLD_Ecosystem_Category	GOLD_Ecosystem_Subtype	GOLD_Ecosystem_Type	GOLD_Sequencing_Depth	GOLD_Sequencing_Quality	GOLD_Sequencing_Status	GOLD_Sequencing_Strategy	GOLD_Specific_Ecosystem	Habitat	Latitude	Longitude	Genome_Size_assembled	Gene_Count_assembled
1091798	3300027418	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - Freshwater metaG S.747 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027418	1091798	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2	-123.94	242211544	524197
1091823	3300009809	*Microbiome	Permanent Draft	Groundwater microbial communities from the Columbia River, Washington, USA	Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S2_30_40	DOE Joint Genome Institute (JGI)	3300009809	1091823	USA: Columbia River, Washington	Environmental	Terrestrial	Sand	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Groundwater sand	46.372	-119.272	144425110	336564
1091881	3300013864	*Microbiome	Permanent Draft	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA - In1P-11 SPAdes reassembly	DOE Joint Genome Institute (JGI)	3300013864	1091881	USA: Jet Propulsion Laboratory, Pasadena, California	Engineered	Built environment	Unclassified	Unclassified		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Clean room	34.1	-118.1	44177029	66468
1091882	3300013866	*Microbiome	Permanent Draft	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA - In2P-11 SPAdes reassembly	DOE Joint Genome Institute (JGI)	3300013866	1091882	USA: Jet Propulsion Laboratory, Pasadena, California	Engineered	Built environment	Unclassified	Unclassified		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Clean room	34.1	-118.1	57378361	81294
1091883	3300014123	*Microbiome	Permanent Draft	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA - In3P-11 SPAdes reassembly	DOE Joint Genome Institute (JGI)	3300014123	1091883	USA: Jet Propulsion Laboratory, Pasadena, California	Engineered	Built environment	Unclassified	Unclassified		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Clean room	34.1	-118.1	12523442	18251
1091884	3300014118	*Microbiome	Permanent Draft	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA	Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA - In4P-11 SPAdes reassembly	DOE Joint Genome Institute (JGI)	3300014118	1091884	USA: Jet Propulsion Laboratory, Pasadena, California	Engineered	Built environment	Unclassified	Unclassified		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Clean room	34.1	-118.1	3336198	5838
1092149	3300007718	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1370A-3	DOE Joint Genome Institute (JGI)	3300007718	1092149	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.234	-123.9135	183015709	374377
1092150	3300027204	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1370B-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027204	1092150	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.234	-123.9135	52518381	119934
1092151	3300009058	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1370A-02	DOE Joint Genome Institute (JGI)	3300009058	1092151	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.234	-123.9135	351430148	711215
1092152	3300027367	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1370B-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027367	1092152	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.234	-123.9135	129884728	274153
1092153	3300024343	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Combined assembly of estuarine microbial communities from Columbia River, Washington, USA &gt;3um size fraction	DOE Joint Genome Institute (JGI)	3300024343	1092153	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.234	-123.9135	1713667238	3588853
1092156	3300027212	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1371B-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027212	1092156	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2342	-123.9167	137106408	320209
1092157	3300027213	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1449A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027213	1092157	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2327	-123.9168	137337129	321270
1092158	3300027205	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1449B-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027205	1092158	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2327	-123.9168	125483804	293581
1092159	3300027210	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1449C-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027210	1092159	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2327	-123.9168	114975439	275114
1092160	3300007622	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1449A-02	DOE Joint Genome Institute (JGI)	3300007622	1092160	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2327	-123.9168	344144426	694180
1092161	3300009051	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1449B-02	DOE Joint Genome Institute (JGI)	3300009051	1092161	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2327	-123.9168	296642656	599941
1092162	3300007639	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1449C-02	DOE Joint Genome Institute (JGI)	3300007639	1092162	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2327	-123.9168	356712988	720199
1092163	3300007661	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1546A-3	DOE Joint Genome Institute (JGI)	3300007661	1092163	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2311	-123.8825	279497413	549642
1092164	3300027218	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1546B-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027218	1092164	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2311	-123.8825	122132750	273205
1092165	3300027215	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1546C-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027215	1092165	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2311	-123.8825	82375505	180215
1092166	3300027219	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1546A-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027219	1092166	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2311	-123.8825	142043110	304587
1092167	3300027222	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1546B-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027222	1092167	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2311	-123.8825	164796058	341678
1092168	3300027220	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1546C-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027220	1092168	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2311	-123.8825	150829159	305769
1092169	3300007621	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1547A-3	DOE Joint Genome Institute (JGI)	3300007621	1092169	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2314	-123.8828	286749830	548256
1092170	3300007545	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1547B-3	DOE Joint Genome Institute (JGI)	3300007545	1092170	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2314	-123.8828	379192566	720655
1092171	3300007546	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1547A-02	DOE Joint Genome Institute (JGI)	3300007546	1092171	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2314	-123.8828	386524834	738579
1092172	3300007547	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1547B-02	DOE Joint Genome Institute (JGI)	3300007547	1092172	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2314	-123.8828	395604046	756895
1092173	3300027221	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1548A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027221	1092173	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2319	-123.8812	145125787	307698
1092174	3300027223	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1548B-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027223	1092174	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2319	-123.8812	163824372	349510
1092175	3300007624	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1548A-02	DOE Joint Genome Institute (JGI)	3300007624	1092175	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2319	-123.8812	354384779	672794
1092176	3300007549	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1548B-02	DOE Joint Genome Institute (JGI)	3300007549	1092176	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2319	-123.8812	389926997	740790
1092177	3300027225	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1549A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027225	1092177	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2322	-123.8817	138715428	286946
1092178	3300027229	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1549B-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027229	1092178	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2322	-123.8817	158383571	333219
1092180	3300010312	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1549B-02	DOE Joint Genome Institute (JGI)	3300010312	1092180	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2322	-123.8817	383242287	795600
1092181	3300027228	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1550A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027228	1092181	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2328	-123.878	103202643	234732
1092182	3300027226	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1550B-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027226	1092182	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2328	-123.878	92492668	212936
1092183	3300027234	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1550A-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027234	1092183	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2328	-123.878	185038563	381646
1092184	3300027233	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1550B-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027233	1092184	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2328	-123.878	201241331	406300
1092185	3300008995	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1551A-3	DOE Joint Genome Institute (JGI)	3300008995	1092185	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.187	-123.8837	191692667	388974
1092186	3300027232	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1551A-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027232	1092186	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.187	-123.8837	178520911	372531
1092187	3300010309	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1552A-3	DOE Joint Genome Institute (JGI)	3300010309	1092187	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.1869	-123.8842	221470309	471349
1092188	3300008950	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1552A-02	DOE Joint Genome Institute (JGI)	3300008950	1092188	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.1869	-123.8842	353503772	671197
1092189	3300027235	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1553A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027235	1092189	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.1867	-123.8835	63719267	143585
1092190	3300024348	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	0.2um to 3um size fraction coassembly	DOE Joint Genome Institute (JGI)	3300024348	1092190	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.234	-123.9135	1833020290	3751505
1092191	3300027236	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1554A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027236	1092191	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2871	-123.9424	107042866	233191
1092192	3300007629	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1554B-3	DOE Joint Genome Institute (JGI)	3300007629	1092192	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2871	-123.9424	271285109	534346
1092193	3300027084	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1554A-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027084	1092193	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2871	-123.9424	190415023	383791
1092194	3300007617	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1554B-02	DOE Joint Genome Institute (JGI)	3300007617	1092194	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2871	-123.9424	360856317	692266
1092195	3300007658	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1555A-3	DOE Joint Genome Institute (JGI)	3300007658	1092195	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2024	-123.9409	242807261	485595
1092196	3300027239	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1555B-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027239	1092196	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2024	-123.9409	118227030	253908
1092197	3300007651	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1555C-3	DOE Joint Genome Institute (JGI)	3300007651	1092197	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2024	-123.9409	215494442	428714
1092198	3300027247	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1555A-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027247	1092198	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2024	-123.9409	178198238	368038
1092199	3300007644	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1555B-02	DOE Joint Genome Institute (JGI)	3300007644	1092199	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2024	-123.9409	367162242	719190
1092200	3300027244	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1555C-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027244	1092200	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2024	-123.9409	173326304	364172
1092201	3300027243	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1556A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027243	1092201	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2022	-123.941	99854165	233506
1092202	3300009055	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1556B-3	DOE Joint Genome Institute (JGI)	3300009055	1092202	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2022	-123.941	194799706	390182
1092203	3300007637	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1556A-02	DOE Joint Genome Institute (JGI)	3300007637	1092203	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2022	-123.941	315747295	598308
1092204	3300027251	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1556B-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027251	1092204	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2022	-123.941	144028346	312108
1092205	3300007665	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1557A-3	DOE Joint Genome Institute (JGI)	3300007665	1092205	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2763	-124.0055	189613427	389949
1092206	3300027250	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1557A-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027250	1092206	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2763	-124.0055	126138679	274921
1092207	3300027248	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1558A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027248	1092207	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2763	-124.0055	105415515	239322
1092208	3300027255	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1558A-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027255	1092208	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2763	-124.0055	171803057	368255
